LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,LaborForce,Employed,Unemployed,Unemployment rate (%)
CN4825700000000,48,257,"Kaufman County, TX",2015,"55,106","52,866","2,240",4.1
CN4825900000000,48,259,"Kendall County, TX",2015,"19,176","18,548",628,3.3
CN4826100000000,48,261,"Kenedy County, TX",2015,283,274,9,3.2
CN4826300000000,48,263,"Kent County, TX",2015,498,485,13,2.6
CN4826500000000,48,265,"Kerr County, TX",2015,"21,197","20,419",778,3.7
CN4826700000000,48,267,"Kimble County, TX",2015,"2,002","1,929",73,3.6
CN4826900000000,48,269,"King County, TX",2015,200,193,7,3.5
CN4827100000000,48,271,"Kinney County, TX",2015,"1,185","1,110",75,6.3
CN4827300000000,48,273,"Kleberg County, TX",2015,"14,408","13,559",849,5.9
CN4827500000000,48,275,"Knox County, TX",2015,"1,683","1,620",63,3.7
CN4827700000000,48,277,"Lamar County, TX",2015,"22,201","21,142","1,059",4.8
CN4827900000000,48,279,"Lamb County, TX",2015,"5,512","5,021",491,8.9
CN4828100000000,48,281,"Lampasas County, TX",2015,"9,062","8,665",397,4.4
CN4828300000000,48,283,"La Salle County, TX",2015,"4,272","4,095",177,4.1
CN4828500000000,48,285,"Lavaca County, TX",2015,"8,812","8,479",333,3.8
CN4828700000000,48,287,"Lee County, TX",2015,"9,309","8,979",330,3.5
CN4828900000000,48,289,"Leon County, TX",2015,"6,938","6,569",369,5.3
CN4829100000000,48,291,"Liberty County, TX",2015,"30,972","28,837","2,135",6.9
CN4829300000000,48,293,"Limestone County, TX",2015,"8,586","8,156",430,5
CN4829500000000,48,295,"Lipscomb County, TX",2015,"1,725","1,658",67,3.9
CN4829700000000,48,297,"Live Oak County, TX",2015,"5,894","5,658",236,4
CN4829900000000,48,299,"Llano County, TX",2015,"8,156","7,810",346,4.2
CN4830100000000,48,301,"Loving County, TX",2015,77,73,4,5.2
CN4830300000000,48,303,"Lubbock County, TX",2015,"149,704","144,618","5,086",3.4
CN4830500000000,48,305,"Lynn County, TX",2015,"2,765","2,654",111,4
CN4830700000000,48,307,"McCulloch County, TX",2015,"3,926","3,738",188,4.8
CN4830900000000,48,309,"McLennan County, TX",2015,"112,660","108,082","4,578",4.1
CN4831100000000,48,311,"McMullen County, TX",2015,970,950,20,2.1
CN4831300000000,48,313,"Madison County, TX",2015,"5,121","4,901",220,4.3
CN4831500000000,48,315,"Marion County, TX",2015,"4,417","4,131",286,6.5
CN4831700000000,48,317,"Martin County, TX",2015,"2,586","2,495",91,3.5
CN4831900000000,48,319,"Mason County, TX",2015,"1,805","1,736",69,3.8
CN4832100000000,48,321,"Matagorda County, TX",2015,"17,190","16,033","1,157",6.7
CN4832300000000,48,323,"Maverick County, TX",2015,"23,659","21,143","2,516",10.6
CN4832500000000,48,325,"Medina County, TX",2015,"20,439","19,547",892,4.4
CN4832700000000,48,327,"Menard County, TX",2015,858,813,45,5.2
CN4832900000000,48,329,"Midland County, TX",2015,"88,454","85,397","3,057",3.5
CN4833100000000,48,331,"Milam County, TX",2015,"10,128","9,599",529,5.2
CN4833300000000,48,333,"Mills County, TX",2015,"1,992","1,919",73,3.7
CN4833500000000,48,335,"Mitchell County, TX",2015,"2,746","2,592",154,5.6
CN4833700000000,48,337,"Montague County, TX",2015,"9,711","9,300",411,4.2
CN4833900000000,48,339,"Montgomery County, TX",2015,"258,423","247,470","10,953",4.2
CN4834100000000,48,341,"Moore County, TX",2015,"11,120","10,774",346,3.1
CN4834300000000,48,343,"Morris County, TX",2015,"5,318","4,851",467,8.8
CN4834500000000,48,345,"Motley County, TX",2015,492,475,17,3.5
CN4834700000000,48,347,"Nacogdoches County, TX",2015,"28,152","26,833","1,319",4.7
CN4834900000000,48,349,"Navarro County, TX",2015,"22,906","21,944",962,4.2
CN4835100000000,48,351,"Newton County, TX",2015,"5,371","4,968",403,7.5
CN4835300000000,48,353,"Nolan County, TX",2015,"6,918","6,639",279,4
CN4835500000000,48,355,"Nueces County, TX",2015,"165,947","157,759","8,188",4.9
CN4835700000000,48,357,"Ochiltree County, TX",2015,"5,276","5,052",224,4.2
CN4835900000000,48,359,"Oldham County, TX",2015,915,888,27,3
CN4836100000000,48,361,"Orange County, TX",2015,"37,212","34,784","2,428",6.5
CN4836300000000,48,363,"Palo Pinto County, TX",2015,"13,177","12,492",685,5.2
CN4836500000000,48,365,"Panola County, TX",2015,"11,579","10,975",604,5.2
CN4836700000000,48,367,"Parker County, TX",2015,"59,614","57,142","2,472",4.1
CN4836900000000,48,369,"Parmer County, TX",2015,"4,972","4,855",117,2.4
CN4837100000000,48,371,"Pecos County, TX",2015,"6,871","6,517",354,5.2
CN4837300000000,48,373,"Polk County, TX",2015,"17,053","16,022","1,031",6
CN4837500000000,48,375,"Potter County, TX",2015,"56,299","54,427","1,872",3.3
CN4837700000000,48,377,"Presidio County, TX",2015,"3,117","2,786",331,10.6
CN4837900000000,48,379,"Rains County, TX",2015,"5,415","5,169",246,4.5
CN4838100000000,48,381,"Randall County, TX",2015,"69,146","67,147","1,999",2.9
CN4838300000000,48,383,"Reagan County, TX",2015,"1,931","1,843",88,4.6
CN4838500000000,48,385,"Real County, TX",2015,"1,064","1,010",54,5.1
CN4838700000000,48,387,"Red River County, TX",2015,"4,913","4,604",309,6.3
CN4838900000000,48,389,"Reeves County, TX",2015,"5,683","5,411",272,4.8
CN4839100000000,48,391,"Refugio County, TX",2015,"3,309","3,133",176,5.3
CN4839300000000,48,393,"Roberts County, TX",2015,456,438,18,3.9
CN4839500000000,48,395,"Robertson County, TX",2015,"7,253","6,908",345,4.8
CN4839700000000,48,397,"Rockwall County, TX",2015,"44,934","43,251","1,683",3.7
CN4839900000000,48,399,"Runnels County, TX",2015,"4,674","4,501",173,3.7
CN4840100000000,48,401,"Rusk County, TX",2015,"22,862","21,776","1,086",4.8
CN4840300000000,48,403,"Sabine County, TX",2015,"3,505","3,179",326,9.3
CN4840500000000,48,405,"San Augustine County, TX",2015,"2,800","2,547",253,9
CN4840700000000,48,407,"San Jacinto County, TX",2015,"11,299","10,666",633,5.6
CN4840900000000,48,409,"San Patricio County, TX",2015,"30,255","28,287","1,968",6.5
CN4841100000000,48,411,"San Saba County, TX",2015,"2,247","2,165",82,3.6
CN4841300000000,48,413,"Schleicher County, TX",2015,"1,502","1,423",79,5.3
CN4841500000000,48,415,"Scurry County, TX",2015,"8,174","7,836",338,4.1
CN4841700000000,48,417,"Shackelford County, TX",2015,"2,084","2,025",59,2.8
CN4841900000000,48,419,"Shelby County, TX",2015,"11,387","10,789",598,5.3
CN4842100000000,48,421,"Sherman County, TX",2015,"1,422","1,383",39,2.7
CN4842300000000,48,423,"Smith County, TX",2015,"103,817","99,181","4,636",4.5
CN4842500000000,48,425,"Somervell County, TX",2015,"4,113","3,907",206,5
CN4842700000000,48,427,"Starr County, TX",2015,"25,897","22,413","3,484",13.5
CN4842900000000,48,429,"Stephens County, TX",2015,"4,110","3,938",172,4.2
CN4843100000000,48,431,"Sterling County, TX",2015,747,722,25,3.3
CN4843300000000,48,433,"Stonewall County, TX",2015,663,634,29,4.4
CN4843500000000,48,435,"Sutton County, TX",2015,"1,720","1,616",104,6
CN4843700000000,48,437,"Swisher County, TX",2015,"2,734","2,604",130,4.8
CN4843900000000,48,439,"Tarrant County, TX",2015,"992,292","951,071","41,221",4.2
CN4844100000000,48,441,"Taylor County, TX",2015,"63,404","61,082","2,322",3.7
CN4844300000000,48,443,"Terrell County, TX",2015,435,414,21,4.8
CN4844500000000,48,445,"Terry County, TX",2015,"5,408","5,155",253,4.7
CN4844700000000,48,447,"Throckmorton County, TX",2015,781,756,25,3.2
CN4844900000000,48,449,"Titus County, TX",2015,"12,745","12,012",733,5.8
CN4845100000000,48,451,"Tom Green County, TX",2015,"54,592","52,356","2,236",4.1
CN4845300000000,48,453,"Travis County, TX",2015,"656,233","634,743","21,490",3.3
CN4845500000000,48,455,"Trinity County, TX",2015,"5,486","5,163",323,5.9
CN4845700000000,48,457,"Tyler County, TX",2015,"7,373","6,857",516,7
CN4845900000000,48,459,"Upshur County, TX",2015,"17,990","17,047",943,5.2
CN4846100000000,48,461,"Upton County, TX",2015,"1,786","1,716",70,3.9
CN4846300000000,48,463,"Uvalde County, TX",2015,"11,691","11,102",589,5
CN4846500000000,48,465,"Val Verde County, TX",2015,"19,586","18,413","1,173",6
CN4846700000000,48,467,"Van Zandt County, TX",2015,"24,230","23,143","1,087",4.5
CN4846900000000,48,469,"Victoria County, TX",2015,"45,369","43,473","1,896",4.2
CN4847100000000,48,471,"Walker County, TX",2015,"22,995","21,835","1,160",5
CN4847300000000,48,473,"Waller County, TX",2015,"21,678","20,639","1,039",4.8
CN4847500000000,48,475,"Ward County, TX",2015,"5,917","5,664",253,4.3
CN4847700000000,48,477,"Washington County, TX",2015,"15,372","14,641",731,4.8
CN4847900000000,48,479,"Webb County, TX",2015,"111,872","106,590","5,282",4.7
CN4848100000000,48,481,"Wharton County, TX",2015,"21,247","20,311",936,4.4
CN4848300000000,48,483,"Wheeler County, TX",2015,"2,823","2,714",109,3.9
CN4848500000000,48,485,"Wichita County, TX",2015,"55,370","53,001","2,369",4.3
CN4848700000000,48,487,"Wilbarger County, TX",2015,"5,114","4,867",247,4.8
CN4848900000000,48,489,"Willacy County, TX",2015,"6,751","5,872",879,13
CN4849100000000,48,491,"Williamson County, TX",2015,"264,219","255,111","9,108",3.4
CN4849300000000,48,493,"Wilson County, TX",2015,"22,992","22,121",871,3.8
CN4849500000000,48,495,"Winkler County, TX",2015,"3,106","2,929",177,5.7
CN4849700000000,48,497,"Wise County, TX",2015,"28,696","27,368","1,328",4.6
CN4849900000000,48,499,"Wood County, TX",2015,"16,774","15,886",888,5.3
CN4850100000000,48,501,"Yoakum County, TX",2015,"4,049","3,897",152,3.8
CN4850300000000,48,503,"Young County, TX",2015,"8,476","8,115",361,4.3
CN4850500000000,48,505,"Zapata County, TX",2015,"6,196","5,723",473,7.6
CN4850700000000,48,507,"Zavala County, TX",2015,"3,809","3,384",425,11.2
CN4800100000000,48,1,"Anderson County, TX",2016,"23,520","22,503","1,017",4.3
CN4800300000000,48,3,"Andrews County, TX",2016,"8,694","8,284",410,4.7
CN4800500000000,48,5,"Angelina County, TX",2016,"37,081","34,894","2,187",5.9
CN4800700000000,48,7,"Aransas County, TX",2016,"10,243","9,671",572,5.6
CN4800900000000,48,9,"Archer County, TX",2016,"4,091","3,914",177,4.3
CN4801100000000,48,11,"Armstrong County, TX",2016,934,908,26,2.8
CN4801300000000,48,13,"Atascosa County, TX",2016,"21,031","19,909","1,122",5.3
CN4801500000000,48,15,"Austin County, TX",2016,"14,036","13,289",747,5.3
CN4801700000000,48,17,"Bailey County, TX",2016,"2,720","2,601",119,4.4
CN4801900000000,48,19,"Bandera County, TX",2016,"9,508","9,118",390,4.1
CN4802100000000,48,21,"Bastrop County, TX",2016,"39,048","37,589","1,459",3.7
CN4802300000000,48,23,"Baylor County, TX",2016,"1,606","1,548",58,3.6
CN4802500000000,48,25,"Bee County, TX",2016,"10,314","9,539",775,7.5
CN4802700000000,48,27,"Bell County, TX",2016,"139,567","133,287","6,280",4.5
CN4802900000000,48,29,"Bexar County, TX",2016,"905,907","872,008","33,899",3.7
CN4803100000000,48,31,"Blanco County, TX",2016,"5,937","5,754",183,3.1
CN4803300000000,48,33,"Borden County, TX",2016,366,353,13,3.6
CN4803500000000,48,35,"Bosque County, TX",2016,"8,192","7,840",352,4.3
CN4803700000000,48,37,"Bowie County, TX",2016,"39,644","37,781","1,863",4.7
CN4803900000000,48,39,"Brazoria County, TX",2016,"169,945","161,140","8,805",5.2
CN4804100000000,48,41,"Brazos County, TX",2016,"111,348","107,501","3,847",3.5
CN4804300000000,48,43,"Brewster County, TX",2016,"3,963","3,814",149,3.8
CN4804500000000,48,45,"Briscoe County, TX",2016,548,524,24,4.4
CN4804700000000,48,47,"Brooks County, TX",2016,"2,440","2,152",288,11.8
CN4804900000000,48,49,"Brown County, TX",2016,"16,178","15,476",702,4.3
CN4805100000000,48,51,"Burleson County, TX",2016,"7,879","7,514",365,4.6
CN4805300000000,48,53,"Burnet County, TX",2016,"22,006","21,245",761,3.5
CN4805500000000,48,55,"Caldwell County, TX",2016,"17,951","17,175",776,4.3
CN4805700000000,48,57,"Calhoun County, TX",2016,"10,780","10,179",601,5.6
CN4805900000000,48,59,"Callahan County, TX",2016,"5,808","5,561",247,4.3
CN4806100000000,48,61,"Cameron County, TX",2016,"166,103","154,196","11,907",7.2
CN4806300000000,48,63,"Camp County, TX",2016,"5,064","4,718",346,6.8
CN4806500000000,48,65,"Carson County, TX",2016,"3,099","2,998",101,3.3
CN4806700000000,48,67,"Cass County, TX",2016,"12,275","11,393",882,7.2
CN4806900000000,48,69,"Castro County, TX",2016,"3,496","3,389",107,3.1
CN4807100000000,48,71,"Chambers County, TX",2016,"18,221","17,113","1,108",6.1
CN4807300000000,48,73,"Cherokee County, TX",2016,"21,208","20,132","1,076",5.1
CN4807500000000,48,75,"Childress County, TX",2016,"2,962","2,873",89,3
CN4807700000000,48,77,"Clay County, TX",2016,"4,798","4,588",210,4.4
CN4807900000000,48,79,"Cochran County, TX",2016,"1,174","1,115",59,5
CN4808100000000,48,81,"Coke County, TX",2016,"1,422","1,363",59,4.1
CN4808300000000,48,83,"Coleman County, TX",2016,"3,066","2,888",178,5.8
CN4808500000000,48,85,"Collin County, TX",2016,"513,282","495,148","18,134",3.5
CN4808700000000,48,87,"Collingsworth County, TX",2016,"1,216","1,174",42,3.5
CN4808900000000,48,89,"Colorado County, TX",2016,"9,798","9,337",461,4.7
CN4809100000000,48,91,"Comal County, TX",2016,"65,525","63,157","2,368",3.6
CN4809300000000,48,93,"Comanche County, TX",2016,"5,361","5,130",231,4.3
CN4809500000000,48,95,"Concho County, TX",2016,"1,332","1,287",45,3.4
CN4809700000000,48,97,"Cooke County, TX",2016,"18,924","18,174",750,4
CN4809900000000,48,99,"Coryell County, TX",2016,"24,428","23,289","1,139",4.7
CN4810100000000,48,101,"Cottle County, TX",2016,525,498,27,5.1
CN4810300000000,48,103,"Crane County, TX",2016,"1,706","1,560",146,8.6
CN4810500000000,48,105,"Crockett County, TX",2016,"1,737","1,606",131,7.5
CN4810700000000,48,107,"Crosby County, TX",2016,"2,623","2,508",115,4.4
CN4810900000000,48,109,"Culberson County, TX",2016,"1,000",959,41,4.1
CN4811100000000,48,111,"Dallam County, TX",2016,"4,002","3,913",89,2.2
CN4811300000000,48,113,"Dallas County, TX",2016,"1,299,195","1,247,033","52,162",4
CN4811500000000,48,115,"Dawson County, TX",2016,"4,643","4,410",233,5
CN4811700000000,48,117,"Deaf Smith County, TX",2016,"8,614","8,345",269,3.1
CN4811900000000,48,119,"Delta County, TX",2016,"2,608","2,509",99,3.8
CN4812100000000,48,121,"Denton County, TX",2016,"452,182","436,692","15,490",3.4
CN4812300000000,48,123,"DeWitt County, TX",2016,"9,504","8,985",519,5.5
CN4812500000000,48,125,"Dickens County, TX",2016,692,658,34,4.9
CN4812700000000,48,127,"Dimmit County, TX",2016,"6,241","5,797",444,7.1
CN4812900000000,48,129,"Donley County, TX",2016,"1,557","1,494",63,4
CN4813100000000,48,131,"Duval County, TX",2016,"4,886","4,353",533,10.9
CN4813300000000,48,133,"Eastland County, TX",2016,"7,424","7,020",404,5.4
CN4813500000000,48,135,"Ector County, TX",2016,"76,244","71,401","4,843",6.4
CN4813700000000,48,137,"Edwards County, TX",2016,867,827,40,4.6
CN4813900000000,48,139,"Ellis County, TX",2016,"85,030","81,849","3,181",3.7
CN4814100000000,48,141,"El Paso County, TX",2016,"349,941","332,660","17,281",4.9
CN4814300000000,48,143,"Erath County, TX",2016,"20,241","19,421",820,4.1
CN4814500000000,48,145,"Falls County, TX",2016,"6,613","6,322",291,4.4
CN4814700000000,48,147,"Fannin County, TX",2016,"15,774","15,181",593,3.8
CN4814900000000,48,149,"Fayette County, TX",2016,"12,497","12,041",456,3.6
CN4815100000000,48,151,"Fisher County, TX",2016,"1,759","1,684",75,4.3
CN4815300000000,48,153,"Floyd County, TX",2016,"2,738","2,600",138,5
CN4815500000000,48,155,"Foard County, TX",2016,540,520,20,3.7
CN4815700000000,48,157,"Fort Bend County, TX",2016,"367,057","348,745","18,312",5
CN4815900000000,48,159,"Franklin County, TX",2016,"4,511","4,291",220,4.9
CN4816100000000,48,161,"Freestone County, TX",2016,"6,871","6,413",458,6.7
CN4816300000000,48,163,"Frio County, TX",2016,"8,784","8,357",427,4.9
CN4816500000000,48,165,"Gaines County, TX",2016,"9,187","8,845",342,3.7
CN4816700000000,48,167,"Galveston County, TX",2016,"160,181","151,651","8,530",5.3
CN4816900000000,48,169,"Garza County, TX",2016,"2,131","2,048",83,3.9
CN4817100000000,48,171,"Gillespie County, TX",2016,"13,002","12,633",369,2.8
CN4817300000000,48,173,"Glasscock County, TX",2016,749,720,29,3.9
CN4817500000000,48,175,"Goliad County, TX",2016,"3,319","3,127",192,5.8
CN4817700000000,48,177,"Gonzales County, TX",2016,"9,574","9,169",405,4.2
CN4817900000000,48,179,"Gray County, TX",2016,"8,489","7,905",584,6.9
CN4818100000000,48,181,"Grayson County, TX",2016,"61,234","58,878","2,356",3.8
CN4818300000000,48,183,"Gregg County, TX",2016,"58,384","54,836","3,548",6.1
CN4818500000000,48,185,"Grimes County, TX",2016,"11,057","10,327",730,6.6
CN4818700000000,48,187,"Guadalupe County, TX",2016,"76,000","73,276","2,724",3.6
CN4818900000000,48,189,"Hale County, TX",2016,"12,596","11,889",707,5.6
CN4819100000000,48,191,"Hall County, TX",2016,"1,166","1,088",78,6.7
CN4819300000000,48,193,"Hamilton County, TX",2016,"3,601","3,425",176,4.9
CN4819500000000,48,195,"Hansford County, TX",2016,"2,947","2,855",92,3.1
CN4819700000000,48,197,"Hardeman County, TX",2016,"1,625","1,561",64,3.9
CN4819900000000,48,199,"Hardin County, TX",2016,"25,169","23,640","1,529",6.1
CN4820100000000,48,201,"Harris County, TX",2016,"2,251,321","2,131,500","119,821",5.3
CN4820300000000,48,203,"Harrison County, TX",2016,"29,961","28,164","1,797",6
CN4820500000000,48,205,"Hartley County, TX",2016,"2,961","2,901",60,2
CN4820700000000,48,207,"Haskell County, TX",2016,"2,510","2,404",106,4.2
CN4820900000000,48,209,"Hays County, TX",2016,"104,929","101,434","3,495",3.3
CN4821100000000,48,211,"Hemphill County, TX",2016,"2,116","2,037",79,3.7
CN4821300000000,48,213,"Henderson County, TX",2016,"35,400","33,747","1,653",4.7
CN4821500000000,48,215,"Hidalgo County, TX",2016,"337,226","310,913","26,313",7.8
CN4821700000000,48,217,"Hill County, TX",2016,"15,812","15,117",695,4.4
CN4821900000000,48,219,"Hockley County, TX",2016,"11,176","10,658",518,4.6
CN4822100000000,48,221,"Hood County, TX",2016,"25,278","24,091","1,187",4.7
CN4822300000000,48,223,"Hopkins County, TX",2016,"17,332","16,642",690,4
CN4822500000000,48,225,"Houston County, TX",2016,"10,068","9,604",464,4.6
CN4822700000000,48,227,"Howard County, TX",2016,"13,218","12,488",730,5.5
CN4822900000000,48,229,"Hudspeth County, TX",2016,"1,542","1,450",92,6
CN4823100000000,48,231,"Hunt County, TX",2016,"40,534","38,800","1,734",4.3
CN4823300000000,48,233,"Hutchinson County, TX",2016,"9,639","9,097",542,5.6
CN4823500000000,48,235,"Irion County, TX",2016,780,755,25,3.2
CN4823700000000,48,237,"Jack County, TX",2016,"3,856","3,666",190,4.9
CN4823900000000,48,239,"Jackson County, TX",2016,"7,278","6,938",340,4.7
CN4824100000000,48,241,"Jasper County, TX",2016,"13,471","12,439","1,032",7.7
CN4824300000000,48,243,"Jeff Davis County, TX",2016,"1,074","1,042",32,3
CN4824500000000,48,245,"Jefferson County, TX",2016,"107,545","100,017","7,528",7
CN4824700000000,48,247,"Jim Hogg County, TX",2016,"1,945","1,759",186,9.6
CN4824900000000,48,249,"Jim Wells County, TX",2016,"17,469","15,628","1,841",10.5
CN4825100000000,48,251,"Johnson County, TX",2016,"76,076","72,766","3,310",4.4
CN4825300000000,48,253,"Jones County, TX",2016,"5,627","5,301",326,5.8
CN4825500000000,48,255,"Karnes County, TX",2016,"6,279","5,973",306,4.9
CN4825700000000,48,257,"Kaufman County, TX",2016,"57,944","55,752","2,192",3.8
CN4825900000000,48,259,"Kendall County, TX",2016,"20,355","19,705",650,3.2
CN4826100000000,48,261,"Kenedy County, TX",2016,218,208,10,4.6
CN4826300000000,48,263,"Kent County, TX",2016,470,456,14,3
CN4826500000000,48,265,"Kerr County, TX",2016,"21,368","20,601",767,3.6
CN4826700000000,48,267,"Kimble County, TX",2016,"1,953","1,879",74,3.8
CN4826900000000,48,269,"King County, TX",2016,178,171,7,3.9
CN4827100000000,48,271,"Kinney County, TX",2016,"1,157","1,090",67,5.8
CN4827300000000,48,273,"Kleberg County, TX",2016,"14,115","13,168",947,6.7
CN4827500000000,48,275,"Knox County, TX",2016,"1,560","1,494",66,4.2
